"","win60s","RunName","drowsy","Event_ID","nTime_0","nTime_1","nTime_2","nTime_3","nTime_4","nTime_5","nTime_6","nTime_7","nTime_8","nTime_9","nTime_10","nTime_11","nTime_12","nTime_13","nTime_14","nTime_15","nTime_16","nTime_17","nTime_18","nTime_19","nTime_20","nTime_21","nTime_22","nTime_23","nTime_24","nTime_25","nTime_26","nTime_27","nTime_28","nTime_29","nTime_30","nTime_31","nTime_32","nTime_33","nTime_34","nTime_35","nTime_36","nTime_37","nTime_38","nTime_39","nTime_40","nTime_41","nTime_42","nTime_43","nTime_44","nTime_45","nTime_46","nTime_47","nTime_48","nTime_49","nTime_50","nTime_51","nTime_52","nTime_53","nTime_54","nTime_55","nTime_56","nTime_57","nTime_58","nTime_59","nTime_60"
"2281",21,"A_M1027MM02_1S2RNA",FALSE,205,2.28525,3.8232,4.24075,0.0659175,0.61525,-1.2305,-1.604,0.46142,-0.1096885,-1.99965,0.044030745,-0.83495,-0.83495,-1.7139,-0.6593,-1.3183,-4.1086,-4.94425,1.07635,-2.0657,-4.9221,-3.2739,-3.29595,-3.4056,-4.2848,-4.3066,-2.74655,-4.32845,-5.4052,-4.46055,-3.2961,-3.208,-4.94365,-5.8445,-4.4607,-2.5488,-3.0543,-4.5263,-5.91065,-4.3507,-1.8677,-4.3946,-3.8675,-4.9437,-2.43885,-2.7683,-4.41645,-4.61435,-4.109,-4.28465,-3.14165,-4.43825,-3.999,-4.79,-3.58145,-3.9991,-2.7686,-3.03245,-1.5381,-2.285,-1.6261
"2282",22,"A_M1027MM02_1S2RNA",FALSE,206,-1.2525,-1.4941,-0.79127,-1.3623,-1.82355,-1.4283,0.791055,2.7026,1.62615,-3.8232,1.64785,2.373,2.6367,0.4396,-0.702885,-0.32944,0.46144,1.56005,0.220005,0.48348,0.52732,-0.5494,0.06566,0.505365,-0.70299,-1.3623,-1.9994,-1.6699,-1.1426,-1.8457,-6.1523,-5.5152,-6.8115,-6.17415,-5.71305,-5.9106,-4.2187,-6.1519,-5.95475,-3.9332,-1.12075,-1.2744,-1.20865,-0.1537,1.2964,0.26365,-1.9775,5.3173,32.804,65.786,63.259,60.974,53.2395,54.206,83.9775,160.55,190.435,214.21,215.265,115.185,33.8815
"2283",23,"A_M1027MM02_1S2RNA",FALSE,301,10.21805,-7.22885,-8.0865,-3.20885,-1.4941,-1.05465,0.19762,-0.92284,0.043945,1.0986,0.769165,-1.56005,-0.92284,-0.26367,0.65917,0.6372,-0.50541,-0.46142,-0.48339,-0.351605,-0.17576,-0.48339,0.153675,-0.26367,-0.28577,-0.79101,-0.373665,-0.263585,2.17505,-0.43932,-1.20865,-0.8789,-1.4502,-0.83493,0.13183,-0.50532,-1.4502,-1.626,-1.8896,-1.8457,-0.04424533,-0.197755,0.307615,-2.1533,-1.5381,-1.3183,0.923145,0.43945,-1.91165,-3.5595,0.30761,4.3944,6.2181,5.5152,4.8339,4.3505,5.09795,4.46065,2.9443,4.17475,4.32865
"2284",24,"A_M1027MM02_1S2RNA",FALSE,304,4.41675,4.5483,3.99905,4.3725,4.28465,4.1308,4.4384,5.3173,4.92205,2.63685,4.65795,3.5375,1.47215,1.9775,-1.010615,-1.12045,-1.9775,-3.4713,-18.545,-22.653,-26.785,-25.3565,-26.6745,-25.0485,-24.28,-22.324,-25.6195,-29.729,-27.576,-19.644,-20.3465,-23.7525,-28.191,-28.3225,-26.015,-21.3135,-19.292,-12.173,-2.04345,-3.7135,-0.46155,-1.0107,-0.74706,-0.70312,-0.4396,-1.0548,-0.65917,1.4282,-0.43945,0.17578,-0.0219724575,-0.373465,-1.49405,0.39544,-0.57128,0.15381,0.856905,-0.52734,-0.57133,-0.571285,-0.3955
"2285",25,"A_M1027MM02_1S2RNA",FALSE,304,-0.4175,0.35156,-1.1207,-7.1188,-11.4035,-16.721,-19.446,-17.16,-19.006,-19.6215,-20.347,-22.4775,-20.346,-6.21835,-5.7563,-2.7903,0.57128,2.2412,5.36165,5.82235,8.6572,6.74565,5.53705,5.75665,7.82215,5.778,7.3832,6.89945,4.79015,-0.21964,-1.1865,1.0327,-0.46159,-1.6699,-1.31835,0.790925,2.8125,11.7115,8.30555,12.173,11.645,9.7558,1.66985,0.065703,0.681275,-1.0987,-1.14255,-0.04415966,1.2524,-0.96679,-0.439535,-1.0547,0.724815,0.92276,2.1314,2.04365,1.9775,2.0654,2.43895,3.16415,2.52685
"2286",26,"A_M1027MM02_1S2RNA",FALSE,304,2.9004,1.77975,2.4609,3.5595,2.5268,2.70265,2.5928,2.8125,3.22995,1.604,2.2411,2.9883,2.54885,2.32905,3.2519,1.9335,2.5049,3.208,3.33985,3.20795,3.22965,2.39485,2.68075,2.92225,2.6147,2.5928,1.77975,0.944775,1.6261,0.527385,0.79101,0.79101,0.92284,1.3183,1.4502,1.4941,0.593405,1.582,2.0654,0.30761,0.988745,1.47215,1.4941,1.7139,0.8789,0.92293,1.7139,1.5381,1.4941,1.4502,1.2305,0.70312,1.42835,2.28525,2.5049,0.35156,2.08745,2.373,1.58195,2.3291,2.2633
"2287",27,"A_M1027MM02_1S2RNA",FALSE,304,0.241845,1.71375,3.2081,1.47225,2.5049,1.9116,1.7139,1.7139,1.2305,-1.73585,-0.022144,-0.043795,-1.64795,-0.43945,-1.3623,-1.0549,-1.582,-2.7247,-4.41645,-7.60245,-6.2402,-3.16405,-2.5928,-3.8891,-5.6689,-4.8779,-4.57035,-3.9111,-5.58115,-4.7461,-5.1855,-4.1309,-4.3067,-4.1747,-4.17475,-4.5263,-2.5709,-3.2959,-1.1866,-0.85701,-1.5824,-1.3623,-0.32946,0.021886915,0.17578,0.417475,2.7028,-0.04394483,-0.219725,-2.06565,-1.4502,-1.9557,-1.8235,-1.6477,-1.47225,-1.9336,-0.812895,-0.96679,-0.3074,-0.768975,-1.12065
"2288",28,"A_M1027MM02_1S2RNA",FALSE,306,-0.94495,0.681145,-0.24176,0.175975,-0.395415,0.1312355,0.28556,-0.04358,1.1646,2.13135,1.0548,1.1426,1.9775,-0.000171500000000005,0.72509,1.9336,0.659235,1.29645,1.1206,0.483285,1.8456,2.10925,1.2305,1.2744,-0.57124,1.0547,-0.900615,-1.4941,-0.044030745,2.2191,0.0439665,-0.68108,-1.4941,-1.67,-1.7799,-1.62565,-1.2744,-1.0107,-1.3182,-1.0328,-0.00025749,-0.813195,-1.62595,-0.02197233,-2.1094,-5.8663,-2.1313,-2.4609,-5.2734,-5.80055,-6.3062,-3.2518,-5.5808,-5.0976,-3.99885,-5.75685,-5.0539,-6.5918,-5.0101,-6.48185,-6.2181
"2289",29,"A_M1027MM02_1S2RNA",FALSE,306,-6.13045,-4.35075,-3.5816,-2.9444,-6.32825,-4.81165,-5.0097,-5.77895,-4.5703,-5.14165,-6.54755,-5.66875,-4.65795,-5.33945,-5.2734,-5.7789,-4.922,-5.6249,-4.6807,-3.4277,-3.999,-6.5916,-4.19675,-3.03205,-4.6581,-5.7128,-3.18585,-6.8994,-5.64665,-4.72405,-4.41645,-4.46065,-4.72415,-5.1855,-5.8447,-5.0976,-4.4384,-4.3282,-4.5702,-5.5368,-6.28445,-3.40595,-3.5157,-6.4817,-5.55915,-6.1084,-4.17485,-4.50465,-4.7241,-3.71335,-3.47165,-2.6367,-2.7026,-1.2745,-4.9438,-0.900915,2.50495,-1.8012,-1.29645,-0.0657675,0.35156
"2290",30,"A_M1027MM02_1S2RNA",FALSE,306,-0.28577,-0.131745,-0.13183,0.505365,-0.944695,0.24157,-0.175565,-0.81307,-0.08789,-1.01065,0.46134,0.988825,-1.18665,-1.66985,-1.49385,-1.4941,-0.92284,-0.52734,-0.79088,-0.92291,-0.967325,-1.9775,0.96679,-1.16455,-1.4942,-1.31845,-1.47215,-2.6367,-8.92095,-10.459,-13.183,-25.488,-24.214,-18.0395,-20.5885,-20.764,-21.577,-26.279,-26.609,-20.829,-18.325,-4.6799,-37.1555,-37.573,-25.6415,-6.13035,-5.36115,-12.4365,-22.654,-32.8265,-34.629,-14.831,-16.743,-19.2925,-24.8725,-26.785,-24.411,-11.382,-2.28505,-0.065982,1.82365
"2291",31,"A_M1027MM02_1S2RNA",FALSE,308,2.70205,0.945005,-0.19758,4.6799,3.75755,2.59265,2.4171,3.7573,2.8125,2.2192,3.0323,3.20815,2.90025,4.24065,3.69155,1.3623,5.5816,2.9004,3.31795,2.439,3.2519,3.40575,3.62545,3.44965,3.6035,2.2633,5.0755,4.59225,3.6474,3.5156,0.35169,-0.966715,-2.13135,-2.7685,2.5049,-0.680935,-2.43865,-2.19685,-2.1314,-0.15383,-1.2964,-1.4941,-2.1974,-0.8789,-2.0211,-0.637265,2.8567,1.01085,3.2518,2.19725,3.05415,2.5048,2.5488,2.5049,4.3946,2.57155,4.4384,4.0869,2.9883,2.92275,2.7246
"2292",32,"A_M1027MM02_1S2RNA",FALSE,308,1.6262,3.27405,4.0868,2.19735,2.1094,5.691,4.3067,1.66985,3.8454,3.0984,4.74605,3.1639,4.17475,0.50537,2.9443,3.99915,2.7027,2.6806,4.1308,4.0649,3.99905,3.7132,3.7793,1.95555,3.6036,3.7573,3.8232,4.9439,3.23015,1.3183,5.29545,5.4931,2.50485,2.1973,6.6577,4.3945,3.3838,3.3176,3.51555,3.69125,4.10855,1.2305,1.4502,1.8236,2.1532,5.22955,5.7565,3.3619,-0.087804,7.6901,12.2165,13.052,6.98755,4.9878,2.7681,-0.0657675,-1.75775,0.812385,0.24165,0.659235,0.197885
"2293",33,"A_M1027MM02_1S2RNA",FALSE,311,-2.0215,-1.01055,-0.90087,-1.36225,-0.28573,0.021886915,-0.3295,-1.626,-0.43949,-1.1865,-0.17578,-0.417495,-0.879135,-1.38435,-1.0985,-0.373405,-0.768885,-0.835,-1.6699,-0.702925,-0.21972,-0.70297,-0.96679,-1.2085,-0.48339,-1.3624,0.17578,-0.83495,-1.4062,-0.83495,-2.0654,-0.878985,-0.08789,0.35169,-0.13183,-1.6039,-1.0107,-0.395675,-0.65909,-1.2305,0,0,-0.90079,-0.373575,0.087804,-1.494,-1.0986,0.19775,-0.74706,-0.61523,-0.263715,-0.68119,-0.30761,-0.35156,-0.8789,-0.0438805,-0.74706,0.1098185,-0.153805,-0.30761,-1.20835
"2294",34,"A_M1027MM02_1S2RNA",FALSE,311,-1.626,-1.3403,-0.439535,-0.35156,-0.30761,-0.3955,-0.76895,-1.3843,-0.08789,0.26367,-1.1426,-0.35156,0.08789,-0.28562,-1.2305,-1.0547,-0.72518,-0.24174,-0.43945,-0.65917,-0.65917,-0.70312,-0.26367,-0.3955,-0.83495,-1.6919,0.4396,-0.8789,-0.8789,-1.4062,-0.703335,-0.17578,-0.92284,-0.527385,-0.54944,-0.57128,-1.0986,-1.0986,-0.988745,0.30761,-0.79101,-0.61508,-0.70312,-0.74706,-0.83495,-0.46151,-0.35156,-2.0215,-1.3623,-1.82375,-1.42825,-1.51605,-0.878795,-2.24125,-1.38425,-1.1426,-1.0546,-1.3183,-0.8789,-1.3842,-1.4502
"2295",35,"A_M1027MM02_1S2RNA",FALSE,311,-1.0547,-1.1426,-1.1426,-1.1865,-1.4502,-1.07665,-1.2744,-1.7578,-1.4941,-1.14245,-1.3623,-1.582,-0.8792,-0.351345,0.17578,-0.3074,-0.6372,-0.52734,0.15381,-0.92284,-0.68145,0.043945,-1.4062,-0.19805,-0.70312,-0.65917,-0.52734,-0.26367,-0.81298,-0.3955,-1.0547,-0.52734,-0.43945,-0.17578,-0.21972,-0.8568,-1.1426,-0.76882,-1.4062,-1.4502,-1.3623,-1.64815,-0.52734,-0.48339,-1.3623,-1.582,-1.5381,-0.48339,-1.5381,-1.582,-1.2088,0.043945,-1.5381,-1.5381,-1.2088,-0.74706,-1.38425,-0.527295,-0.48339,-1.4502,-0.35156
"2296",36,"A_M1027MM02_1S2RNA",FALSE,311,-0.96679,-1.4941,-1.5381,-1.9775,-1.6699,-1.8896,-1.7575,-1.3183,-1.73555,-1.6699,-0.791225,-1.7139,-2.3949,-2.417,-1.4723,-1.1426,-1.4062,-2.0432,-1.4279,-1.8238,-1.7139,-2.0215,-1.8896,-0.637115,-2.1972,-2.417,-1.8017,-0.659605,1.6701,-0.28556,-0.8789,-2.0215,-0.680975,0.48339,-0.54953,-0.3955,-0.922885,-0.72539,-1.09885,0.0219725,0.08789,-1.4942,-1.07685,1.1204,-1.2967,-0.21972,-0.21972,-0.74706,-1.3183,-1.3183,0.02222999,0.6148,-0.8789,-0.52734,-0.52734,-1.3403,-0.087888,-0.96679,-0.24165,-0.175565,-0.57128
"2297",37,"A_M1027MM02_1S2RNA",FALSE,311,-0.61523,-0.57128,-0.8789,-1.99875,-0.57128,1.38485,-1.4502,-0.17578,-0.61523,-0.13183,-0.17578,-1.2305,-0.87877,-0.505365,-0.769165,-0.79101,-0.17578,-1.3841,-0.74706,-0.26367,-1.12035,-1.3623,-1.1206,-0.3955,-0.52734,-0.65917,-0.65917,-0.61523,-0.79101,-0.83495,-0.8789,-1.2744,-1.0547,-0.57128,0.176035,-1.8237,-0.65917,-1.0107,-0.17578,-0.6372,-0.57128,-2.1091,-0.19775,-0.3955,0.307615,-0.8789,0.0659175,-0.26367,0.21972,-0.615185,-0.48339,-0.571415,-0.48339,-0.48339,0.50537,-0.35156,-0.26367,-0.26367,0.043945,-0.3955,-0.21972
"2298",38,"A_M1027MM02_1S2RNA",FALSE,311,-1.1865,0.175775,0.043945,-1.3183,0.57128,0.17578,-1.7578,-1.03275,-2.3071,-2.3291,-1.3403,-1.47245,-1.2523,-1.7578,-0.92284,-1.4502,-1.8672,-1.7578,-1.97795,-1.2305,-1.5819,-1.4501,-2.30735,-1.80175,-1.1865,-0.92284,-1.5161,-1.1426,-1.3183,-2.2412,-1.38455,-1.8672,-1.1426,-0.417475,-1.0986,-1.38425,-0.35156,-1.1865,-1.2744,-0.52734,-0.26367,-0.70312,-0.70312,-1.4502,-1.4723,-0.74706,0.329585,-1.8013,-1.03265,-0.944815,-1.2529,-0.8789,-0.83495,-0.96679,-0.68115,-0.747365,0,0.132005,-2.0654,-0.61523,-1.1426
"2299",39,"A_M1027MM02_1S2RNA",FALSE,311,-1.2305,-1.4062,-0.79101,-1.4941,0.21972,-1.626,-1.3183,-1.0107,-0.989195,-0.351645,-0.17578,-1.6699,-1.4503,0.0219725,-1.05455,-1.5157,-1.14255,-0.35156,-0.0216722,-0.856665,-1.07635,-0.988745,-1.25245,-0.48339,-0.43945,-1.40625,-1.1865,0.681145,-1.9119,-0.92284,-0.9013,-0.96679,-0.65917,-1.3182,-1.14265,-0.373575,-1.0107,-0.3955,-0.26367,-1.1865,-1.4284,-0.52734,-1.5157,-0.87933,-0.21972,-0.21972,-0.96679,-0.61523,-0.15411,-0.81298,-0.92284,-0.35156,-0.3955,-0.72509,0.02184366,0.307615,-0.13183,-0.13183,-0.13183,-1.1206,-0.3955
"2300",40,"A_M1027MM02_1S2RNA",FALSE,311,-0.43945,-1.1426,-0.54914,-0.10986,-0.43932,0.08789,-0.70312,-0.83495,-0.79101,-0.307785,-0.30761,-0.35156,-0.43945,-1.8017,-1.38455,-0.79101,-0.79101,-0.06566,-0.769295,-0.52734,-0.54901,-0.61523,-1.6699,-0.72509,-0.96679,-0.92284,-0.61523,-0.83495,-0.944815,-0.9446,-0.022101,-0.08789,-1.0986,-1.0986,-1.4062,-0.65917,-0.74706,-1.5596,-1.7139,-0.505365,-0.61523,-1.2305,-2.26315,-1.5385,-1.1865,-0.746935,-0.8789,-1.5381,-1.93345,-1.4944,-1.4502,0.08789,-0.83495,-1.4062,-0.96679,-1.7578,-1.7578,-1.6919,-1.3183,-1.3183,-1.0983
"2301",41,"A_M1027MM02_1S2RNA",FALSE,311,-0.79101,-1.9336,-0.922975,-0.3955,-0.8789,-0.61523,-0.96679,-1.14285,-0.373785,-1.8896,-0.989195,-0.83495,-0.52734,-0.48339,-0.79058,-1.7578,-1.4063,-0.8789,-0.35156,-0.65917,-0.52691,-1.2524,-1.0547,-1.0986,-0.19831,-0.966705,-0.96679,-0.52734,-0.022831,0.26367,1.7578,-0.43945,0.043945,0.0219725,-0.26367,-0.15398,1.95565,-1.0986,0.307875,-0.35156,0.30761,0.3955,-0.28551,-0.417475,-0.08789,-0.263625,0.74706,0.022401405,-0.0659175,-0.022058405,-0.19775,-0.658745,-1.4062,-1.73585,-2.1312,-1.4502,-1.2307,-1.5381,-2.32915,-1.3623,-1.1422
"2302",42,"A_M1027MM02_1S2RNA",FALSE,311,-1.4941,-1.0986,-1.45005,-1.9775,-0.944815,-2.1094,-1.4941,-1.1206,-1.7578,-0.83495,-1.7139,-1.58205,-1.7139,-1.7139,-1.0107,-1.1426,-1.25215,-1.3623,-0.52734,0,-0.92284,-1.86765,-0.81341,-0.19818,0.0219725,-0.74706,-1.75755,-0.8789,-0.65917,-0.65917,-1.0547,-0.329585,-1.1426,-2.2412,-1.0547,-1.0986,0.57128,-0.54931,-0.90087,-1.84595,-0.48339,-0.81285,-2.0654,-1.3843,-1.626,-1.3183,-0.70312,-0.96679,-1.0547,-1.9775,-1.25245,-1.1426,-0.48339,-1.5381,-1.77945,-1.6699,-1.71385,-1.3183,-0.922415,-1.626,-1.0111
"2303",1,"A_M1027MM02_2S3RNA",FALSE,111,-0.57128,-0.61523,-0.57128,-0.61523,-0.61523,-0.57128,-0.74706,-0.74706,-1.9336,-4.8999,-5.7568,-6.02045,-5.9106,-79.233,-224.12,-168.485,-85.1435,1.999515,86.396,78.552,39.001,19.446,7.71235,3.60345,4.4165,-3.07615,1.5161,-0.96679,-0.834955,-2.83445,-1.8457,-1.9336,-3.62545,-2.1972,-2.7026,-1.6699,-2.0654,-1.97755,-1.29635,-1.2744,-3.0981,-3.5376,-1.86765,-0.988745,-1.9116,-0.79101,-0.79101,-1.5161,-2.5928,-1.9336,-0.8789,-1.1206,-1.64795,-0.96679,-0.72509,-0.043945,2.0654,1.16455,-1.1426,-1.1865,-0.17578
"2304",2,"A_M1027MM02_2S3RNA",FALSE,111,-0.74707,-1.5161,-0.373535,-0.6372,-0.90087,-0.878905,-0.63721,0.351565,-0.43945,-0.35156,0.26367,-1.64795,-0.878905,-0.83495,-0.8789,-0.92284,-0.79101,-0.19775,-0.57128,-0.57128,-1.7578,-1.8017,-0.922855,-0.329565,-2.9663,-2.5928,-0.812985,-1.8457,-1.8017,-1.604,-1.6699,-0.549305,-1.0107,-1.8457,-2.417,-1.2744,-2.4609,-1.626,-0.439455,-0.8789,-2.10935,-17.2265,-22.456,-15.051,-19.512,-23.467,-26.323,-25.708,-23.642,-11.14,-7.185,-2.9663,-5.25145,-0.70312,-0.32959,-0.13183,-1.45015,-3.5815,-2.4609,-1.14255,-1.4941
"2305",3,"A_M1027MM02_2S3RNA",FALSE,111,2.1972,0.30761,-3.31785,-1.3183,2.4829,3.3618,3.164,3.186,4.28465,5.7128,6.43795,3.62545,4.52635,6.5918,4.30665,3.6914,5.3173,4.3506,4.5703,4.21875,5.1416,4.1528,5.7569,6.13035,3.7353,4.06495,5.25145,5.1416,5.58105,4.4824,4.9658,5.2734,3.88915,1.4062,3.7353,4.76805,3.4717,5.51515,5.4931,5.3832,3.4058,1.07665,0.41749,1.0107,0.5493,-0.83495,-1.0547,0.307635,-1.95555,-0.79101,0.65918,-0.92285,-2.52685,-2.4609,-0.0659495,-1.4941,-0.61523,-0.52734,-1.4282,-1.01075,-2.8564
"2306",4,"A_M1027MM02_2S3RNA",FALSE,105,-1.9336,1.6093e-05,0.4614,-1.2964,-1.0986,-1.8017,-0.30763,-0.109855,-1.4282,-0.9448,-0.35156,-0.241705,-2.1533,-1.1206,0.48339,0.52734,0.43945,-0.43945,-4.9438,-4.8559,-4.6582,-4.6142,-32.6735,-85.363,-231.55,-311.59,-339.43,-256.395,-32.783,7.38285,26.455,14.985,10.591,4.02095,1.2085,-2.28515,-2.72455,-2.0654,-0.769035,-1.3183,0.48341,-0.13183,-1.86765,0.021983229,-0.087898,0.85693,-0.26367,-1.582,-1.95555,-0.37353,-0.681145,-1.1865,-2.04345,-1.1426,-1.25245,-1.42825,-0.703105,-0.96679,-1.604,0.900875,1.2744
"2307",5,"A_M1027MM02_2S3RNA",FALSE,102,1.3623,-0.83495,-0.96682,-5.03175,-7.3388,-7.6464,-12.041,-7.18495,-4.1748,-7.09715,-9.2724,-9.7338,-8.5693,-7.8222,-10.898,-10.591,-9.7777,-6.63575,-7.6025,-7.8442,-9.16255,-5.75685,-6.2182,-8.8329,-9.0966,-9.8657,-10.151,-10.151,-8.76705,-7.5146,-7.7563,-8.2617,-9.22845,-11.5355,-8.52535,-7.60245,-6.7675,-7.5146,-5.8227,-7.49265,-11.426,-10.613,-10.239,-7.5805,-9.09675,-9.602,-8.7451,-7.998,-7.99805,-9.9316,-9.8876,-8.48145,-8.8769,-6.0644,-7.7783,-8.9648,-6.372,-8.9208,-8.8769,-10.371,-11.645
"2308",6,"A_M1027MM02_2S3RNA",FALSE,102,-11.997,-7.6464,-9.2284,-8.98675,-6.6357,-5.88865,-4.8339,-3.7134,0.043955729,0.043945,-1.75785,-2.5928,-0.85693,-1.84565,-1.3183,-0.43943,-0.043945,-0.241685,1.2305,0.8789,-1.25245,-3.20795,-1.582,-1.51605,0.17579,0.65917,-1.3623,1.6699,2.5049,0.39552,-0.46144,-0.3296,-1.18655,-4.5923,-22.0605,-24.082,-19.7755,-14.7435,-25.378,-26.85,-15.82,-10.7445,-2.9003,-1.77975,-1.58205,-0.70316,1.09855,-0.373525,-1.0547,-1.4062,-1.99955,-0.307575,0.28568,1.582,3.5376,7.2949,7.207,8.1298,4.6142,1.45015,1.8896
"2309",7,"A_M1027MM02_2S3RNA",FALSE,102,4.1746,5.6909,6.7016,7.4706,4.7461,6.76755,3.62545,4.3506,5.3393,3.64745,3.3618,5.1855,5.6688,5.8447,5.4931,5.3173,4.3506,4.9877,3.84515,3.4277,5.0976,4.68015,4.2627,2.7905,1.0327,-0.351565,3.12015,-2.19725,-1.8017,-2.0654,-1.1426,-0.13183,-1.4941,-1.95555,-0.856925,-1.3623,-3.6474,-2.35105,-1.582,-1.9775,-0.505355,-0.2856,-0.417445,-0.92284,-0.54932,-0.76907,1.3623,0.153795,-2.54885,-1.3623,-1.20845,-0.856925,-0.417475,-0.43945,-0.08789,-0.08789,1.3403,-0.83497,0.17578,1.2964,-0.70312
"2310",8,"A_M1027MM02_2S3RNA",FALSE,103,-0.043913,-1.56005,-1.9335,-2.2412,-1.20845,-0.988735,-1.5381,1.73585,-0.0439665,-0.329545,-0.0659175,-1.49415,-1.1426,0.26367,0.79101,-1.1865,-0.593285,0.307575,-1.5381,-2.04345,-0.153775,0.68115,-0.483345,-0.96677,-0.96679,-0.96679,-1.1865,-0.59326,-0.13183,-0.1098715,-0.2637,1.03275,1.73575,-2.10935,-2.395,-1.2085,-0.70312,-1.1865,-1.2744,0.87887,-0.307625,-2.2412,-0.79093,-0.43945,1.0547,-0.43945,-0.46141,-0.681165,-0.96679,-0.96679,-1.626,-0.043945,-0.17579,-1.0327,-0.13183,-0.131854,-1.66995,-1.4502,1.86765,-0.24167,0.65917
"2311",9,"A_M1027MM02_2S3RNA",FALSE,104,0.48339,0.94486,-1.538,-2.10935,-2.5708,-2.17525,-0.26367,-0.43945,0.19771,-0.153835,-0.0439225,-0.681205,-1.1426,-0.35157,-1.582,-1.7797,-2.26315,-0.615215,1.71385,-0.48333,-0.483405,-1.2085,-1.3623,-1.77975,-1.8237,-1.0107,1.5381,1.0986,-1.4282,-1.2744,-0.79101,-0.32961,0.900895,-0.28564,-1.73585,-2.1094,-1.3623,-0.52734,-0.48339,-0.593255,-1.23045,-2.4169,-0.96679,-1.0107,-1.7578,-1.8457,-1.9336,-1.9775,-1.9336,-1.9336,-1.9336,-1.9336,-1.8896,-1.8896,-1.8896,-1.8896,-1.8896,-1.8457,-1.0986,-1.1426,-1.1426
"2312",10,"A_M1027MM02_2S3RNA",FALSE,106,-1.1426,-1.1426,1.75775,1.582,1.25235,2.6367,1.0986,-3.2959,-0.79101,0.7912,-3.999,-2.61475,-1.7139,-3.0542,-1.9336,0.043945,-1.8017,0.351605,2.90035,0.439375,-6.8115,-18.6985,-21.2035,-22.017,-24.763,-23.708,-22.39,-13.2275,-6.78945,-3.01025,0.43945,1.77965,-2.2632,-1.49415,-2.9883,-0.98865,-0.505315,1.5163,4.43845,4.76805,5.99845,4.15285,2.35105,4.4164,4.9218,3.1861,-0.461425,4.2627,9.7558,1.736,4.6362,4.30665,5.1637,4.3726,3.14205,2.9443,2.7465,5.4492,6.5698,6.4379,4.3945
"2313",11,"A_M1027MM02_2S3RNA",FALSE,106,1.9775,2.2412,4.8559,2.63675,1.49415,-0.74711,0.19767,-2.74655,-2.8125,-0.483445,-0.43945,-0.21972,-1.8457,-2.0434,-1.5161,-1.07665,-0.70311,-0.74705,-1.0547,-1.29635,-2.5049,-1.582,-0.0220261865,0.0439225,-0.46142,-0.83495,-0.43945,-1.4502,-1.7578,-2.92245,-0.74706,0.659175,-1.5601,-2.1533,-1.1426,-0.659095,-1.4941,-1.6699,-5.9985,-8.3056,-7.3388,-8.59125,-13.403,-7.0751,-6.28415,-6.8774,-8.3056,-9.0747,-9.58,-5.99855,-5.62495,-11.36,-10.415,-7.207,-8.06395,-8.4374,-8.45945,-8.3495,-8.5693,-8.5253,-5.8007
"2314",12,"A_M1027MM02_2S3RNA",FALSE,106,-5.9765,-8.5034,-7.2509,-7.163,-9.2724,-9.64595,-8.8549,-7.18505,-6.7236,-8.4814,-11.5355,-7.5145,-7.97605,-7.0093,-7.9101,-6.39395,-8.9427,-9.3603,-9.6679,-6.8994,-6.8554,-8.06395,-7.8222,-7.88815,-8.8769,-9.29435,-9.5581,-8.5034,-6.2182,-5.07565,-2.0215,-4.2187,-3.2959,-1.582,0.725155,-0.96679,-0.8789,-0.26367,-0.483395,-1.93365,-0.30756,-0.35156,-0.022036625,-0.153805,-0.26367,-1.3623,-1.73585,0.922855,0.637265,-0.37353,0.021983229,-0.48339,-0.0879005,-0.307605,-0.769015,-0.65917,-0.92284,0.0659175,-0.2198,-0.76905,-1.8896
"2315",13,"A_M1027MM02_2S3RNA",FALSE,202,0.26369,-0.241675,4.41635,3.6474,-0.593235,-0.3955,-0.92284,-1.36225,-1.0327,-1.0547,-1.0986,-1.64795,-2.4609,-1.7138,-2.9883,-1.4282,-0.79101,-0.571305,-1.0107,-0.988745,-0.72507,0.834945,3.4498,4.98775,4.7242,4.98775,3.53775,5.38325,6.0864,5.2734,5.2296,4.5702,6.61375,7.0751,6.7236,5.2734,5.11955,6.98725,3.62545,4.2187,6.1962,7.07515,7.05325,5.8007,4.2187,5.80075,6.04245,6.4161,7.6904,7.6904,7.14105,-0.4615165,0.747075,3.60345,0.90087,0.24162,0.76888,3.66945,4.6142,0.61523,0.61523
"2316",14,"A_M1027MM02_2S3RNA",FALSE,203,0.8348,3.29595,1.47205,-0.681145,-0.307615,0.61536,0.3955,-0.79101,0.0880505,-0.79101,-0.79101,-1.0986,-0.043945,-0.4175,-1.9776,-0.57128,1.84565,-0.43945,-1.4281,-3.80125,-6.8774,1.18645,2.46095,0.85696,1.2963,-2.9882,-2.1972,0.35172,2.02145,0.65917,-1.4063,-1.25245,0.395525,-0.8789,-0.74706,-0.944805,-0.856925,-1.0107,-1.0986,-1.7578,-1.27435,1.36225,-0.43945,-0.26368,-2.46095,-1.4502,-0.81299,-0.70312,-1.42805,-1.34035,-0.70299,2.26315,0.197755,0.0441056885,-4.0649,-6.8554,-3.93305,2.5049,1.4721,-4.1747,-2.7685
