"","RunName","win60s","Event_ID","drowsy","nTime_0","nTime_1","nTime_2","nTime_3","nTime_4","nTime_5","nTime_6","nTime_7","nTime_8","nTime_9","nTime_10","nTime_11","nTime_12","nTime_13","nTime_14","nTime_15","nTime_16","nTime_17","nTime_18","nTime_19","nTime_20","nTime_21","nTime_22","nTime_23","nTime_24","nTime_25","nTime_26","nTime_27","nTime_28","nTime_29","nTime_30","nTime_31","nTime_32","nTime_33","nTime_34","nTime_35","nTime_36","nTime_37","nTime_38","nTime_39","nTime_40","nTime_41","nTime_42","nTime_43","nTime_44","nTime_45","nTime_46","nTime_47","nTime_48","nTime_49","nTime_50","nTime_51","nTime_52","nTime_53","nTime_54","nTime_55","nTime_56","nTime_57","nTime_58","nTime_59","nTime_60"
"2883","A_M1033MM05_1S2RNA",35,311,FALSE,-1.97755,-1.2085,-1.3183,-0.96679,-1.4062,-1.56005,-1.51605,-1.1865,-1.3618,-0.70312,-1.2305,-1.18635,-1.2744,-0.61523,-0.13183,-0.26367,1.0986,-0.944815,-0.615015,-0.043945,-0.43945,-0.96679,-0.83495,-0.856925,0.17578,-0.17578,-0.900615,-0.79101,-1.0107,-0.83495,-0.043945,-0.21972,-0.65917,-0.989045,-0.79101,1.23025,-0.3955,-0.96679,-1.4941,-1.34045,-1.8017,-1.6699,-1.3621,-1.0986,0.042659,-1.49385,-0.83495,-0.79101,-1.3403,-1.7139,-1.7578,-0.26367,-1.40625,-1.0107,-1.0107,-1.3183,-1.07645,-1.2744,-0.944815,-1.3623,-1.3187
"2884","A_M1033MM05_1S2RNA",36,311,FALSE,-0.92284,-1.7139,-1.4282,-1.626,-1.626,-1.582,-2.2412,-2.2851,-1.12085,-1.0985,-1.7139,-1.8457,-2.0215,-1.7139,-1.582,-1.5381,-1.7578,-1.8017,-1.8017,-1.4941,-1.4502,-1.2744,-1.5381,-1.582,-2.04345,-1.8457,-1.73615,-0.13183,0.28534,-1.3403,-0.3955,-0.26367,-0.35156,-0.21972,-0.21972,-0.08789,-0.922415,-0.6375,-0.549315,0.329285,-0.087459,-0.48339,-1.1865,-0.65917,-0.52734,0.0214145,1.0547,-0.1749225,-1.25275,-0.65917,-0.65917,-0.57128,0.15411,-1.25275,-1.4941,-0.571585,-0.48339,-0.26367,-0.57128,-1.0547,-1.0547
"2885","A_M1033MM05_1S2RNA",37,311,FALSE,-0.52734,-0.57128,-0.48339,0.17578,-0.43945,-1.1426,-0.944945,-0.30761,-0.52691,-1.3623,-0.65917,-0.30761,-0.74706,-1.0547,-0.8789,0.61523,-0.37353,-1.4502,-1.05425,-1.3623,-0.96679,-0.505365,-0.48339,-0.54931,-0.57128,-0.61523,-0.8571,-0.417735,-0.48339,-0.48339,-1.8457,-1.9775,-0.395935,-0.263455,0,-0.373785,-1.2305,-0.263715,-1.2305,-1.4062,-0.43945,-0.08789,-0.417265,-0.066089,-1.1426,0.1102905,-0.21972,-0.35156,-0.35156,-0.46142,0.043945,-0.6148,-0.8789,-0.175905,0.08789,-0.43945,-0.043945,-0.571285,-0.74706,-0.65917,0.26367
"2886","A_M1033MM05_1S2RNA",38,311,FALSE,0.26367,-0.35156,-0.50515,-0.74706,-0.30761,-0.08789,0,-0.30761,-1.9338,-3.31815,-1.49415,-1.582,-1.4062,-0.92284,-1.3183,-1.3183,-1.64765,-1.9775,-2.0215,-1.8457,-0.8789,-1.4062,-0.944685,-1.582,-1.4943,-1.86775,-1.6699,-1.3623,-2.1535,-1.6699,-1.6699,-1.2305,-1.0547,-1.0986,-0.61523,-1.4062,-0.0219725,-0.812725,-0.21972,-1.626,-1.16455,-1.384,-0.79101,-0.21972,-0.483695,-0.15381,-1.8896,-1.36255,-1.1865,-1.0986,-0.527255,-0.482665,-0.57128,-0.9446,-1.0328,-0.92284,-1.2305,-1.2305,-0.65917,-0.43945,-0.26367
"2887","A_M1033MM05_1S2RNA",39,311,FALSE,-1.2747,-1.626,-0.90117,-0.21972,-0.41705,-1.0107,-0.6372,-0.48322,-1.0547,-0.3955,-1.2085,-0.85697,-0.856625,-0.79101,-1.1202,-1.582,-0.241695,-0.57128,-0.790625,-0.96679,-0.70312,-1.165,-0.74706,-0.52734,-0.3955,-1.36255,-0.39542,-0.83461,-1.3183,-0.96679,-0.043945,0.21972,-0.505065,-1.7139,-0.57141,-0.70312,-0.988315,-0.83495,-0.439575,-0.0657885,-0.834825,-1.4062,-0.96679,-0.8789,-0.96679,-0.96679,-0.74706,-0.3955,-0.83491,-0.769035,0.43945,-0.08789,-0.57128,-0.61523,-0.8789,-0.10986,-0.3955,-1.1426,0.24157,1.0547,-0.61523
"2888","A_M1033MM05_1S2RNA",40,311,FALSE,-0.74706,-0.54931,-0.8789,-0.96679,0,-0.43945,-0.43945,-0.3955,-0.43945,-0.13179,0.57128,-0.28564,-2.26305,-1.29635,-0.48339,-0.74706,-1.0986,-1.1865,-0.835385,-0.52734,-1.0547,-0.417475,-0.26367,-0.70312,-1.2744,-0.70312,-0.8789,-0.0659175,-0.13183,-1.1426,-1.2305,-1.0986,-0.61523,-0.3955,-1.4941,-0.43945,-1.05505,-1.0107,-1.4061,-1.8457,-1.1868,-1.0986,-1.0986,-1.3838,-1.2744,-1.0547,-1.582,-1.7578,-0.8789,-0.395805,-0.65896,-1.12085,-1.77945,-2.7246,-0.92284,-0.85736,-1.0986,-0.79101,-1.626,-1.5381,-1.0983
"2889","A_M1033MM05_2S3RNA",1,111,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.30761,-0.35156,-0.13183,-1.23045,-0.92284,-1.9775,-2.2192,-3.3398,-1.9995,-3.31785,-1.64795,-1.97755,-0.61523,-0.8789,-1.38425,-5.31735,-3.8452,-1.5161,-0.637205,-2.3071,-1.2744,-0.81298,-2.8784,-1.4502,-0.96679,-1.0986,-1.604,-1.3183,-1.80175,-1.582,-0.26367,-0.988745,-0.8789,-0.57128,0.681145,0.13183,-0.26367,-0.30761
"2890","A_M1033MM05_2S3RNA",2,111,FALSE,-0.57128,0.28564,0.3955,0.3955,-1.2744,0.681145,-0.812975,-1.38425,-1.6919,-1.6919,-0.21972,0.81298,-0.065908,-0.043945,-0.13183,-1.3183,-0.70312,-1.9775,-1.95555,-1.8457,-1.0547,-1.91165,-0.96679,-1.4502,-1.582,-1.62595,-1.2305,-1.1865,-1.2744,-2.7685,-4.50435,-0.63721,2.90035,2.7905,-1.95555,-6.0424,-15.205,-24.851,-22.917,-22.895,-23.005,-21.489,-21.423,-19.27,-10.305,-7.5146,-5.38325,-2.1094,-0.812985,-0.527355,-1.2305,-1.69185,-2.85645,-1.0986,-0.46142,0.57128,1.7139,2.7246,5.8227,4.3945,4.9218
"2891","A_M1033MM05_2S3RNA",3,105,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9336,-0.900885,-1.16455,2.02145,0.08789,-0.74706,-1.7578,-2.0874,-0.57128,-0.988755,-0.41748,-1.582,-1.8896,-0.307605,-0.087898,-0.57128,0.043945,0.17576,-0.08789,-0.43945
"2892","A_M1033MM05_2S3RNA",4,102,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.087901,-2.1533,-1.0986,-0.5493,1.7139,0.043905,-3.3838,0.3955,2.63675,-2.373,-1.86765,-1.626,-1.0547,-1.95555,-0.79101,-0.593255,-0.30761,-0.52734,0.219725,-0.043955729,-0.988745,-2.7685,-1.9995,-3.955,-5.9985,-7.07515,-8.7451,-8.81095,-5.625,-7.2509,-8.9648,-7.1191,-7.2949,-7.9101
"2893","A_M1033MM05_2S3RNA",5,102,FALSE,-7.7783,-9.77775,-6.3061,-7.251,-10.261,-6.35005,-9.2284,-8.4374,-8.83295,-10.063,-8.04195,-9.42615,-9.25045,-8.5912,-8.7011,-8.5693,-6.5039,-7.3388,-9.9095,-6.8115,-6.94325,-8.4594,-8.01995,-9.8876,-9.2724,-9.4042,-8.4594,-9.0966,-8.92085,-8.3935,-7.55855,-9.1845,-9.7778,-7.69035,-6.8115,-10.151,-7.75635,-7.8442,-7.998,-9.73375,-9.66785,-7.7783,-9.36025,-8.15185,-8.0639,-9.1845,-7.88815,-10.195,-9.4921,-6.6796,-6.6796,-7.47065,-6.4599,-5.60295,-5.4931,-5.00975,-1.8896,-1.1426,-1.4282,-2.9443,-2.9004
"2894","A_M1033MM05_2S3RNA",6,102,FALSE,-1.0986,-1.2305,-0.74706,-0.3955,3.1201,0.48339,-0.8789,-0.70312,0.483405,-0.61523,-1.2964,-1.3403,-0.57128,0.08789,-1.7139,-0.483415,-0.153805,-0.08789,1.3403,0.505355,-4.37255,-15.337,-21.1815,-20.874,-18.303,-21.006,-21.269,-18.545,-17.336,-7.4267,-5.0537,-3.999,-2.1094,-1.77975,-0.439435,1.8457,-0.087898,-0.812975,0.52734,3.1201,2.43895,2.72465,3.80125,5.64695,5.3173,5.6689,8.6572,8.08585,4.3506,5.7568,5.9765,5.7128,5.82265,5.4931,4.4824,3.2519,4.1748,4.61425,7.27285,8.1738,7.954
"2895","A_M1033MM05_2S3RNA",7,103,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1426,-1.0547,-1.4062,-0.92284,-0.68112,-2.61475,-3.186,-1.4502,-1.38425,-1.12055,-0.83495,-1.7578,-1.7139,-1.7578,-0.87896,-0.70312,-1.8896,-2.9883,-2.9004,-0.72506,1.3403,1.60405,1.4502,-0.79101,-0.68117,-0.681145,-1.86765,-0.46142,-0.219725,-0.131825,0.43945,0.109862,-0.35156,-1.6919,-1.4062,0.08789,0.0659175,0.30761
"2896","A_M1033MM05_2S3RNA",8,103,FALSE,-1.0107,-0.74706,0.57128,0.37354,-1.2305,-1.2744,0.17578,1.0107,-2.2632,-3.21865e-05,-0.197755,-1.0986,-1.1865,-0.90087,-0.043945,0.8789,-0.307625,-1.2744,0.4175,-0.08789,0.3955,-0.90088,-1.0986,-1.0107,0,-0.70314,-1.1426,-1.0986,0.17578,-0.46142,-0.43943,0.043945,0.769035,0.61523,-1.51615,-1.4502,-1.2744,-1.0107,-0.0220045,-0.043945,-0.13183,-0.109892,-0.043945,0.43945,-0.48339,-1.8237,-0.65917,-0.35156,-0.43945,-0.988815,0.043945,0,-1.3623,-0.43945,-0.13183,0.52731,0.26367,-1.6699,-1.0986,-1.0986,-0.3955
"2897","A_M1033MM05_2S3RNA",9,106,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07665,-0.988745,-0.30761,0.83495
"2898","A_M1033MM05_2S3RNA",10,106,FALSE,-1.1865,-1.604,-18.215,-24.565,-22.368,-22.28,-28.586,-18.5445,-12.3485,-9.9755,-4.96595,-1.60395,-0.54931,-4.8338,0.0219294595,-1.2086,-0.46141,0.37352,4.2187,7.6904,5.5371,4.89985,2.98825,4.3066,5.1195,4.32855,4.1967,3.4716,4.1748,5.69085,7.976,3.7354,5.625,4.2187,3.7793,4.81195,3.4278,3.40575,6.78955,6.3061,5.0536,2.41695,0.944895,-0.35156,-1.88965,-2.15325,-0.87889,-0.79101,-1.07665,-0.659165,0.81298,-1.9555,-1.7139,-1.0986,-2.28525,-0.681145,-0.52734,-2.41695,-3.73535,-1.6699,-0.65917
"2899","A_M1033MM05_2S3RNA",11,106,FALSE,0.21972,0.15384,-2.2632,-1.42825,2.15000000000007e-05,-0.96679,-0.17578,-1.8457,-1.4062,-1.51615,-1.64795,-0.856925,-1.0986,-0.52734,-2.1094,-3.2519,-5.3613,-8.3935,-8.1518,-8.6572,-8.92075,-8.7231,-6.28415,-6.98735,-8.9428,-8.41545,-9.7339,-9.6459,-9.8876,-8.15175,-7.0312,-7.2509,-8.04195,-8.78905,-7.1191,-8.7671,-8.8769,-9.1845,-9.16255,-7.6464,-8.26165,-7.33885,-9.75575,-9.31635,-7.5146,-9.0746,-7.6025,-8.28365,-9.1845,-8.0419,-6.72355,-7.80035,-7.0751,-8.28365,-8.52535,-6.8114,-10.063,-9.0087,-8.3056,-8.0859,-8.0859
"2900","A_M1033MM05_2S3RNA",12,202,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83502,-1.31835,0.0217903115,0.35156,0.988695,-0.329435,-1.7358,0.54931,0.6372,-0.57128,-0.219725,0.417465,2.3291,3.71335,5.0097,5.8007,6.35005,8.7451,8.6132,7.4706,7.4267
"2901","A_M1033MM05_2S3RNA",13,203,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73585,-1.67005,-1.582,-0.439495,-0.59328,-2.04345,-1.14265,-1.5161,-1.582,-1.6699,-1.4502,-1.9775,-1.23045,-1.77985,-1.2744,-0.3955,-0.17578,-1.95555,-1.1426,-1.0547,0.90086,-1.8017,-1.7139,-1.0986,-0.92284,-1.0547,-1.1426,-1.5161,-0.329555,-1.0107,-0.83495,-0.79101,-1.7139,-1.1865,-0.74706,-0.74706
"2902","A_M1033MM05_2S3RNA",14,203,FALSE,-0.57128,-0.08789,-0.21972,-0.17578,0.219645,2.8564,3.164,-0.79103,-4.2187,-2.54895,-1.9775,-1.09865,2.3291,0.74706,-0.39544,-0.96679,-1.1426,-1.2744,-0.856915,0.285695,-0.48339,0.351515,-0.8789,-1.4062,-1.4502,-0.96679,-0.52734,-0.549315,0.593205,-1.0547,-0.57128,-1.0547,-1.2305,-1.34035,0.066057,0.087858,0.461345,-1.4941,-1.7139,-1.69185,-0.65917,-0.659235,-1.3404,-0.966715,-0.17578,-0.944815,-0.505355,-0.8789,-1.604,-1.5381,-1.582,-1.0107,-0.87887,-3.05415,-3.3618,-0.28562,0.57128,0.26367,-0.988745,-1.0327,-2.2412
"2903","A_M1033MM05_2S3RNA",15,203,FALSE,-1.2305,-1.2305,-0.087891,-0.79101,-1.3183,-0.9888,-0.57137,0.021962,-1.84565,-1.01075,1.8457,0.54932,-1.4941,-1.604,-2.1972,-1.9336,-1.7578,-0.153805,-0.30761,0.08789,-1.14255,-1.8017,-1.626,-1.95555,0.21972,1.1865,0.35156,-1.582,-1.9776,-1.7578,-1.3183,2.26325,0.8789,-1.6919,-2.0654,-2.3291,-1.49415,0.65917,0.83495,0.96677,0.8789,-0.35157,-2.8564,-2.30715,0.043955729,0.637105,0.35156,0.21972,-0.35157,-0.57128,-1.16455,0.021983145,0.21972,0.76904,-0.70312,0.043988,-1.4941,0.1098635,-0.37352,-0.19775,-0.043945
"2904","A_M1033MM05_2S3RNA",16,203,FALSE,-0.043945,-0.505365,-0.61523,-0.52734,-0.08789,-1.1426,-0.835005,-1.2744,-1.1865,-1.05465,-0.21967,-0.65913,-0.61523,-0.65917,-1.0107,-0.74706,-0.72509,-0.83495,-0.79101,-0.3955,0.17578,-0.46143,-0.79101,-0.96678,-1.2744,-1.0547,-0.791045,-1.3183,-1.626,-1.4502,-1.4502,0.19776,-0.17578,-1.5821,-0.988745,-1.95555,-1.8017,-1.604,-1.7578,-1.9336,-0.615215,0.483435,0.17578,-1.9995,-2.19725,-1.7139,-1.8237,-0.43945,-0.43945,-0.46141,-1.604,-1.0547,-1.51615,-1.7578,-1.05465,0.043945,0.351545,0.72505,-1.42825,-1.3403,-1.6699
"2905","A_M1033MM05_2S3RNA",17,204,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65917,-1.1865,-1.8017,-1.7578,-0.96679,-0.96679,-3.69135,-2.35105,-0.43945,1.3403,-1.23045,-1.42815,-1.1865,-0.72517,-1.1426,-1.2305,-0.725155,-1.77975,-1.34035,-0.81298,1.4502,-0.13183,-0.17578,-2.5488,-4.46025,-1.9335,-1.0107,-0.944815,-1.1865,-0.92292,-1.0986,-0.3955,-0.593335,-1.1865,-0.74706,-0.74706,-0.74706,-0.61523,0.10983,-0.74706,-0.175795,-1.3623,-0.3955,-1.0107,-0.74706,-0.79101,-0.41752,-0.83495,-0.81298
"2906","A_M1033MM05_2S3RNA",18,205,FALSE,NA,NA,NA,NA,-1.9557,-1.64795,-1.3183,-1.4502,-0.79101,-0.61523,-0.57128,-0.3955,-0.3955,-0.52734,-0.83495,0.70312,1.95555,3.8232,2.5049,2.7246,2.4609,2.7246,2.9883,3.0322,3.4277,3.8012,3.889,2.9883,3.208,2.59285,2.7685,3.208,3.4935,4.1308,4.5263,4.1748,3.3397,3.7353,3.4497,3.7793,3.7353,3.6694,3.6914,3.4717,2.96615,3.6914,3.97715,4.2187,3.7134,2.5488,0.35156,1.07675,-1.0107,1.0107,0.92284,-0.74706,0.24165,-0.81298,-0.61523,0.37349,0
"2907","A_M1033MM05_2S3RNA",19,205,FALSE,0.21972,0.3955,-1.0105,-1.5381,-3.09795,-1.9775,-1.582,-3.38375,-3.5156,-3.16405,-2.4609,-2.5928,-2.1972,-3.58155,-3.8672,-2.4609,-1.8896,-3.1859,-3.3398,-3.7353,-2.2192,-2.54865,-3.2959,-4.04285,-5.603,-5.0316,-1.6701,-1.8017,-3.6911,-6.0644,-4.35065,-2.5928,-3.5156,-2.04335,-4.17465,-5.2075,-3.6475,-4.15285,-3.71315,-3.47155,-3.8893,-2.5708,-3.4277,-6.83355,-3.2959,-3.40555,-3.80135,-3.5156,-2.52675,-2.4609,-2.1533,-3.8454,-2.5708,-1.2744,-1.45015,-0.96679,-0.96679,-0.549375,-0.043945,-1.7578,-2.19725
"2908","A_M1033MM05_2S3RNA",20,205,FALSE,-3.1201,-4.9217,-2.5488,-3.1201,-3.3399,-3.4277,-3.5596,-2.6367,-2.9004,-3.62545,-4.1969,-3.6914,-3.69135,-3.3398,-2.7245,-3.7353,-3.22995,-3.4276,-3.2959,-3.23,-3.3617,-3.6474,-3.99895,-2.9443,-2.8125,-3.9111,-4.0869,-3.164,-2.4609,-3.6474,-3.6912,-3.5595,-3.05415,-3.6035,-3.7792,-3.7574,-3.1201,-2.8564,-2.6806,-3.2959,-3.38395,-3.4277,-3.208,-4.2187,-3.1201,-2.8564,-3.2959,-3.0761,-3.73525,-2.52675,-3.2519,-3.4717,-3.0982,-4.08665,-3.6474,-2.0654,-3.6914,-4.02095,-3.3398,-3.3838,-3.2519
"2909","A_M1033MM05_2S3RNA",21,206,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52751,0.13183,0.57128,0.769035,1.1865,1.9775,1.1206,-0.21972,-1.23035,1.0546,2.1312,1.88975,0.922755,1.62595,-0.28564,-0.21972,-0.43945,-1.03265,-1.1426,-2.32895,-2.9443,-4.1308,-5.5372,-7.1628,-4.1527,-6.1965,-4.92195,-4.1308,-3.6914,-1.8017,-1.9775,-1.538,-1.0986,-1.9336,-1.0547,-1.1865
"2910","A_M1033MM05_2S3RNA",22,303,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83474,-0.43945,-0.461335,-1.1646,-1.2746,-1.4062,-0.96679,-0.74706
"2911","A_M1033MM05_2S3RNA",23,304,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.2292,-6.8994,-5.581,-4.9218,-6.0205,-5.05385,-5.5371,-5.64695,-5.97625,-6.372,-6.372,-5.16345,-4.9658,-5.51515,-6.0864,-6.4599,-5.5371,-5.29535,-5.0097,-5.31745,-2.4609,-3.5595,-2.5709,-0.351455,-0.15389,4.50415,19.072,24.499,27.839,28.2565,23.0495,23.73,22.456,24.17,25.84,24.697,24.697,24.258,24.477,24.785,24.741,21.0055,8.50365,0.263605,-1.0327,-0.41748,0.0220155,-2.1972
"2912","A_M1033MM05_2S3RNA",24,304,FALSE,-1.64795,-1.36215,-1.8017,-2.02135,-1.88975,-0.65917,-2.04335,-2.35105,-0.96679,-1.1427,-1.5381,-1.2744,-0.109903,-1.4502,-1.0107,-1.6479,-2.2851,-1.6699,-1.0326,-1.4062,-1.8896,-1.6699,-1.25255,-1.47225,-2.9663,-3.1201,-3.4716,-4.8558,-4.1748,-3.5594,-3.09805,-3.6035,-3.3617,-4.41645,-4.1748,-4.2407,-3.93325,-3.955,-3.12025,-3.5595,-4.1308,-3.33985,-3.4717,-4.1528,-3.6474,-2.9443,-2.9443,-5.80075,-4.17495,-1.9336,-2.6147,-2.81235,-3.2959,-3.2959,-2.90045,-3.2959,-3.164,-3.7573,-4.7461,-2.92235,-3.0322
"2913","A_M1033MM05_2S3RNA",25,304,FALSE,-2.9883,-3.01025,-3.5156,-2.8785,-3.88915,-2.8564,-2.37315,-2.7246,-3.97705,-4.2627,-2.4609,-3.8891,-3.9111,-3.7794,-3.7793,-5.05365,-4.8778,-3.5596,-2.7685,-4.0207,-4.0429,-3.93305,-3.7353,-4.1748,-4.4824,-4.3945,-4.4384,-3.0761,-4.0429,-3.3838,-3.8672,-3.6914,-3.42765,-5.4052,-3.7134,-3.8232,-2.9443,-2.5709,-1.64805,-1.7577,-1.0107,-0.79101,-0.79101,-0.70312,-0.54931,-0.30761,-0.61523,-4.37255,-6.63585,-11.3815,-12.239,-11.689,-12.3705,-10.986,-11.338,0.021886915,-0.175606,-0.8789,-1.0107,-1.0985,-1.0547
"2914","A_M1033MM05_2S3RNA",26,305,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.4278,-2.63655,-1.84575,-1.95545,-1.4062,-0.28562,1.582,2.5488,2.5928,2.373,1.42835,-0.922995,-0.21968,-0.922565
"2915","A_M1033MM05_2S3RNA",27,306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4502,1.582,1.626,-0.13183,3.7573,1.7579,0.0220795425,0.43945,2.6806,1.6258,1.12065,0.461055,1.18645,1.14265,0.70312,-0.79101,-0.834975,-0.92284,0.0441165,0,-1.0547,-0.65917,-0.681275,0.0442025,-1.0986,-3.31835,-3.5595,-1.9775,-0.94486,-1.7139,-2.4171,-2.6367,-2.2412,-2.7246,-1.71385,-1.4282,-1.626,-2.46105,-1.4502,-1.9335,0.48339,1.3623,1.45035
"2916","A_M1033MM05_2S3RNA",28,306,FALSE,1.1865,2.19705,1.2526,2.0654,2.7247,1.5382,1.5381,5.2954,4.87795,3.208,2.3732,4.1528,3.955,4.57035,4.8121,3.0761,4.4605,3.77915,3.6914,2.43895,4.1747,4.04315,3.823,3.20815,3.0979,4.39435,4.8999,3.47125,3.7353,4.1748,3.88915,4.4824,2.81245,3.62545,2.8785,3.3838,2.96615,2.63685,3.0543,2.7685,3.4277,4.3067,2.41705,3.33975,2.06545,3.2957,2.50495,3.18595,2.373,4.021,2.3288,3.164,3.3399,2.417,0.197625,4.0429,4.0211,1.8678,-0.395805,-2.02165,-0.395525
"2917","A_M1033MM05_2S3RNA",29,307,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.6995,-17.776,-21.665,-25.0925,-23.071,-24.807,-25.3345,-25.8835,-16.259,-15.886,-15.271,-16.545,-27.246,-28.235,-28.564,-26.015,-23.1815,-22.8295,-21.8405,-16.677,-7.6025,-3.4059,-0.307955,4.92165,-0.19771,4.6363,7.7782,5.0976,5.3613,4.8997,5.8884,6.1962,4.1748,5.97655,5.47135,5.20745,5.3173,5.9326,4.6142
"2918","A_M1033MM05_2S3RNA",30,311,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6699,-1.27455,-0.70312,-0.61523,-1.34035,-0.00019312,0.153805,0.13183,0.48339,-1.9775,-1.0107,-0.57128,-0.263605,0.54931,-0.2417,-0.08789,-0.8789,-0.30761,-0.3955,-0.769035,-0.48339,0.92284,0,-0.131985,-0.175695,-0.13183,-0.439345,-0.13183,-0.13183
"2919","A_M1033MM05_2S3RNA",31,311,FALSE,-0.28566,-1.0107,-1.626,-2.417,-1.582,-2.9882,-1.4283,-1.9775,-1.6699,-2.6147,-1.3623,-1.9336,-1.2305,-2.351,-2.417,-1.8017,-2.2192,-1.9775,-1.8017,-1.582,-2.04345,-1.582,-1.7139,-1.7578,-2.0654,-2.4389,-2.7246,-1.4941,-1.8017,-0.505625,0.11001,-1.6917,-1.8896,-2.68055,-1.3844,-0.527295,-0.52734,-1.91165,-2.7685,-1.23045,-1.8017,-1.0986,-2.0654,-0.70312,-1.648,-1.0547,-1.1426,-1.1426,-1.1426,-2.4609,-2.2632,-2.1972,-0.681145,-0.30761,0.17563,0.52734,-1.9995,-1.27455,-1.38425,-0.35156,-0.043945
"2920","A_M1033MM05_2S3RNA",32,311,FALSE,0.08789,-0.944815,-0.65917,-0.944815,-0.8789,-0.48339,-0.74706,-1.27435,-0.79114,-0.17578,-0.30761,-0.48339,-1.582,-1.0987,-0.92284,-1.1644,-0.61523,-0.3955,-0.13183,-0.08789,-0.21972,-0.35156,-0.65917,-0.72494,0,-0.43945,0.043945,-0.41739,-0.65917,-0.70312,0,-0.021844,-0.74702,-0.13183,-0.219595,-0.417475,-0.087976,-0.6372,-1.1426,-0.52734,-0.70312,-0.57141,-0.52734,-0.48339,-0.70312,-0.70312,-0.65917,-0.681275,-1.2744,-1.07665,-0.8789,0.35156,-0.43945,-1.1426,-0.92293,-0.83495,-0.52734,-0.48339,-1.3183,-0.21972,-0.96679
"2921","A_M1033MM05_2S3RNA",33,311,FALSE,-0.57128,-0.57128,-0.35156,-0.3955,-1.0107,-0.85701,-0.43945,-0.900915,-1.0107,-0.83495,-0.83495,-0.83495,-0.96679,-1.4502,-1.4062,-0.08789,0.351645,-0.52734,-0.61523,-1.0108,-1.4941,-0.26367,-0.3955,-0.74706,-0.74706,-0.79101,-1.4502,-1.3623,-1.3183,-0.92295,-0.48339,-0.10982,-0.24174,0.043945,-1.03265,-0.79101,-0.52734,-0.35156,0.10986,0.17578,-0.70312,-0.74706,-0.70312,0,-0.769035,-0.000150205,0,-0.83495,-0.83495,-0.57128,-0.1099885,0.043945,-0.52734,-0.52738,-1.2523,-1.0327,-0.08789,-0.43945,-0.24178,0,-0.70312
