"","RunName","win60s","c"
"6006","A_M1068OF04_1S1RNA",39,311
"6007","A_M1068OF04_1S1RNA",40,311
"6008","A_M1068OF04_1S1RNA",41,311
"6009","A_M1068OF04_1S1RNA",42,311
"6010","A_M1068OF04_1S1RNA",43,311
"6011","A_M1068OF04_2S2RNA",1,101
"6012","A_M1068OF04_2S2RNA",2,111
"6013","A_M1068OF04_2S2RNA",3,111
"6014","A_M1068OF04_2S2RNA",4,103
"6015","A_M1068OF04_2S2RNA",5,102
"6016","A_M1068OF04_2S2RNA",6,105
"6017","A_M1068OF04_2S2RNA",7,105
"6018","A_M1068OF04_2S2RNA",8,105
"6019","A_M1068OF04_2S2RNA",9,106
"6020","A_M1068OF04_2S2RNA",10,106
"6021","A_M1068OF04_2S2RNA",11,201
"6022","A_M1068OF04_2S2RNA",12,202
"6023","A_M1068OF04_2S2RNA",13,203
"6024","A_M1068OF04_2S2RNA",14,203
"6025","A_M1068OF04_2S2RNA",15,203
"6026","A_M1068OF04_2S2RNA",16,203
"6027","A_M1068OF04_2S2RNA",17,205
"6028","A_M1068OF04_2S2RNA",18,205
"6029","A_M1068OF04_2S2RNA",19,205
"6030","A_M1068OF04_2S2RNA",20,205
"6031","A_M1068OF04_2S2RNA",21,206
"6032","A_M1068OF04_2S2RNA",22,303
"6033","A_M1068OF04_2S2RNA",23,304
"6034","A_M1068OF04_2S2RNA",24,304
"6035","A_M1068OF04_2S2RNA",25,304
"6036","A_M1068OF04_2S2RNA",26,304
"6037","A_M1068OF04_2S2RNA",27,305
"6038","A_M1068OF04_2S2RNA",28,306
"6039","A_M1068OF04_2S2RNA",29,306
"6040","A_M1068OF04_2S2RNA",30,307
"6041","A_M1068OF04_2S2RNA",31,308
"6042","A_M1068OF04_2S2RNA",32,308
"6043","A_M1068OF04_2S2RNA",33,309
"6044","A_M1068OF04_2S2RNA",34,311
"6045","A_M1068OF04_2S2RNA",35,311
"6046","A_M1068OF04_2S2RNA",36,311
"6047","A_M1068OF04_2S2RNA",37,311
"6048","A_M1068OF04_2S2RNA",38,311
"6049","A_M1068OF04_2S2RNA",39,311
"6050","A_M1068OF04_2S2RNA",40,311
"6051","A_M1068OF04_2S2RNA",41,311
"6052","A_M1068OF04_2S2RNA",42,311
"6053","A_M1068OF04_2S2RNA",43,311
"6054","A_M1068OF04_3S3RNA",1,101
"6055","A_M1068OF04_3S3RNA",2,111
"6056","A_M1068OF04_3S3RNA",3,111
"6057","A_M1068OF04_3S3RNA",4,105
"6058","A_M1068OF04_3S3RNA",5,102
"6059","A_M1068OF04_3S3RNA",6,102
"6060","A_M1068OF04_3S3RNA",7,102.5
"6061","A_M1068OF04_3S3RNA",8,103
"6062","A_M1068OF04_3S3RNA",9,104
"6063","A_M1068OF04_3S3RNA",10,106
"6064","A_M1068OF04_3S3RNA",11,106
"6065","A_M1068OF04_3S3RNA",12,106
"6066","A_M1068OF04_3S3RNA",13,202
"6067","A_M1068OF04_3S3RNA",14,203
"6068","A_M1068OF04_3S3RNA",15,203
"6069","A_M1068OF04_3S3RNA",16,203
"6070","A_M1068OF04_3S3RNA",17,203
"6071","A_M1068OF04_3S3RNA",18,204
"6072","A_M1068OF04_3S3RNA",19,205
"6073","A_M1068OF04_3S3RNA",20,205
"6074","A_M1068OF04_3S3RNA",21,205
"6075","A_M1068OF04_3S3RNA",22,206
"6076","A_M1068OF04_3S3RNA",23,301
"6077","A_M1068OF04_3S3RNA",24,304
"6078","A_M1068OF04_3S3RNA",25,304
"6079","A_M1068OF04_3S3RNA",26,304
"6080","A_M1068OF04_3S3RNA",27,304
"6081","A_M1068OF04_3S3RNA",28,305
"6082","A_M1068OF04_3S3RNA",29,306
"6083","A_M1068OF04_3S3RNA",30,306
"6084","A_M1068OF04_3S3RNA",31,306.5
"6085","A_M1068OF04_3S3RNA",32,307
"6086","A_M1068OF04_3S3RNA",33,311
"6087","A_M1068OF04_3S3RNA",34,311
"6088","A_M1068OF04_3S3RNA",35,311
"6089","A_M1068OF04_3S3RNA",36,311
"6090","A_M1068OF04_3S3RNA",37,311
"6091","A_M1068OF04_3S3RNA",38,311
"6092","A_M1068OF04_3S3RNA",39,311
"6093","A_M1068OF04_3S3RNA",40,311
"6094","A_M1068OF04_3S3RNA",41,311
"6095","A_M1068OF04_3S3RNA",42,311
"6096","A_M1068OF04_3S3RNA",43,311
"6097","A_M1070OF05_1S2RNA",1,111
"6098","A_M1070OF05_1S2RNA",2,111
"6099","A_M1070OF05_1S2RNA",3,111
"6100","A_M1070OF05_1S2RNA",4,103
"6101","A_M1070OF05_1S2RNA",5,102
"6102","A_M1070OF05_1S2RNA",6,103.5
"6103","A_M1070OF05_1S2RNA",7,105
"6104","A_M1070OF05_1S2RNA",8,105
"6105","A_M1070OF05_1S2RNA",9,106
"6106","A_M1070OF05_1S2RNA",10,106
"6107","A_M1070OF05_1S2RNA",11,201
"6108","A_M1070OF05_1S2RNA",12,202
"6109","A_M1070OF05_1S2RNA",13,203
"6110","A_M1070OF05_1S2RNA",14,203
"6111","A_M1070OF05_1S2RNA",15,203
"6112","A_M1070OF05_1S2RNA",16,203
"6113","A_M1070OF05_1S2RNA",17,205
"6114","A_M1070OF05_1S2RNA",18,205
"6115","A_M1070OF05_1S2RNA",19,205
"6116","A_M1070OF05_1S2RNA",20,205
"6117","A_M1070OF05_1S2RNA",21,206
"6118","A_M1070OF05_1S2RNA",22,302
"6119","A_M1070OF05_1S2RNA",23,304
"6120","A_M1070OF05_1S2RNA",24,304
"6121","A_M1070OF05_1S2RNA",25,304
"6122","A_M1070OF05_1S2RNA",26,304
"6123","A_M1070OF05_1S2RNA",27,306
"6124","A_M1070OF05_1S2RNA",28,306
"6125","A_M1070OF05_1S2RNA",29,306
"6126","A_M1070OF05_1S2RNA",30,308
"6127","A_M1070OF05_1S2RNA",31,308
"6128","A_M1070OF05_1S2RNA",32,311
"6129","A_M1070OF05_1S2RNA",33,311
"6130","A_M1070OF05_1S2RNA",34,311
"6131","A_M1070OF05_1S2RNA",35,311
"6132","A_M1070OF05_1S2RNA",36,311
"6133","A_M1070OF05_1S2RNA",37,311
"6134","A_M1070OF05_1S2RNA",38,311
"6135","A_M1070OF05_1S2RNA",39,311
"6136","A_M1070OF05_1S2RNA",40,311
"6137","A_M1070OF05_1S2RNA",41,311
"6138","A_M1070OF05_1S2RNA",42,311
"6139","A_M1070OF05_2S3RNA",1,111
"6140","A_M1070OF05_2S3RNA",2,111
"6141","A_M1070OF05_2S3RNA",3,111
"6142","A_M1070OF05_2S3RNA",4,102
"6143","A_M1070OF05_2S3RNA",5,102
"6144","A_M1070OF05_2S3RNA",6,102
"6145","A_M1070OF05_2S3RNA",7,103
"6146","A_M1070OF05_2S3RNA",8,103
"6147","A_M1070OF05_2S3RNA",9,106
"6148","A_M1070OF05_2S3RNA",10,106
"6149","A_M1070OF05_2S3RNA",11,106
"6150","A_M1070OF05_2S3RNA",12,202
"6151","A_M1070OF05_2S3RNA",13,203
"6152","A_M1070OF05_2S3RNA",14,203
"6153","A_M1070OF05_2S3RNA",15,203
"6154","A_M1070OF05_2S3RNA",16,203
"6155","A_M1070OF05_2S3RNA",17,204
"6156","A_M1070OF05_2S3RNA",18,205
"6157","A_M1070OF05_2S3RNA",19,205
"6158","A_M1070OF05_2S3RNA",20,205
"6159","A_M1070OF05_2S3RNA",21,206
"6160","A_M1070OF05_2S3RNA",22,302
"6161","A_M1070OF05_2S3RNA",23,304
"6162","A_M1070OF05_2S3RNA",24,304
"6163","A_M1070OF05_2S3RNA",25,304
"6164","A_M1070OF05_2S3RNA",26,304
"6165","A_M1070OF05_2S3RNA",27,305
"6166","A_M1070OF05_2S3RNA",28,306
"6167","A_M1070OF05_2S3RNA",29,306
"6168","A_M1070OF05_2S3RNA",30,307
"6169","A_M1070OF05_2S3RNA",31,307.03
"6170","A_M1070OF05_2S3RNA",32,311
"6171","A_M1070OF05_2S3RNA",33,311
"6172","A_M1070OF05_2S3RNA",34,311
"6173","A_M1070OF05_2S3RNA",35,311
"6174","A_M1070OF05_2S3RNA",36,311
"6175","A_M1070OF05_2S3RNA",37,311
"6176","A_M1070OF05_2S3RNA",38,311
"6177","A_M1070OF05_2S3RNA",39,311
"6178","A_M1070OF05_2S3RNA",40,311
"6179","A_M1070OF05_2S3RNA",41,311
"6180","A_M1070OF05_2S3RNA",42,311
"6181","A_M1070OF05_3S1RNA",1,102
"6182","A_M1070OF05_3S1RNA",2,102
"6183","A_M1070OF05_3S1RNA",3,103
"6184","A_M1070OF05_3S1RNA",4,103
"6185","A_M1070OF05_3S1RNA",5,104
"6186","A_M1070OF05_3S1RNA",6,105
"6187","A_M1070OF05_3S1RNA",7,106
"6188","A_M1070OF05_3S1RNA",8,106
"6189","A_M1070OF05_3S1RNA",9,201
"6190","A_M1070OF05_3S1RNA",10,203
"6191","A_M1070OF05_3S1RNA",11,203
"6192","A_M1070OF05_3S1RNA",12,203
"6193","A_M1070OF05_3S1RNA",13,203
"6194","A_M1070OF05_3S1RNA",14,204
"6195","A_M1070OF05_3S1RNA",15,205
"6196","A_M1070OF05_3S1RNA",16,205
"6197","A_M1070OF05_3S1RNA",17,205
"6198","A_M1070OF05_3S1RNA",18,206
"6199","A_M1070OF05_3S1RNA",19,302
"6200","A_M1070OF05_3S1RNA",20,304
"6201","A_M1070OF05_3S1RNA",21,304
"6202","A_M1070OF05_3S1RNA",22,304
"6203","A_M1070OF05_3S1RNA",23,305
"6204","A_M1070OF05_3S1RNA",24,306
"6205","A_M1070OF05_3S1RNA",25,306
"6206","A_M1070OF05_3S1RNA",26,306
"6207","A_M1070OF05_3S1RNA",27,308
"6208","A_M1070OF05_3S1RNA",28,308
"6209","A_M1070OF05_3S1RNA",29,311
"6210","A_M1070OF05_3S1RNA",30,311
"6211","A_M1070OF05_3S1RNA",31,311
"6212","A_M1070OF05_3S1RNA",32,311
"6213","A_M1070OF05_3S1RNA",33,311
"6214","A_M1070OF05_3S1RNA",34,311
"6215","A_M1070OF05_3S1RNA",35,311
"6216","A_M1070OF05_3S1RNA",36,311
"6217","A_M1070OF05_3S1RNA",37,311
"6218","A_M1070OF05_3S1RNA",38,311
"6219","A_M1070OF05_3S1RNA",39,311
"6220","A_M1071OF06_1S3RNA",1,101
"6221","A_M1071OF06_1S3RNA",2,111
"6222","A_M1071OF06_1S3RNA",3,111
"6223","A_M1071OF06_1S3RNA",4,102
"6224","A_M1071OF06_1S3RNA",5,102
"6225","A_M1071OF06_1S3RNA",6,102
"6226","A_M1071OF06_1S3RNA",7,102
"6227","A_M1071OF06_1S3RNA",8,103
"6228","A_M1071OF06_1S3RNA",9,103
"6229","A_M1071OF06_1S3RNA",10,106
"6230","A_M1071OF06_1S3RNA",11,106
"6231","A_M1071OF06_1S3RNA",12,106
"6232","A_M1071OF06_1S3RNA",13,202
"6233","A_M1071OF06_1S3RNA",14,203
"6234","A_M1071OF06_1S3RNA",15,203
"6235","A_M1071OF06_1S3RNA",16,203
"6236","A_M1071OF06_1S3RNA",17,203
"6237","A_M1071OF06_1S3RNA",18,204
"6238","A_M1071OF06_1S3RNA",19,205
"6239","A_M1071OF06_1S3RNA",20,205
"6240","A_M1071OF06_1S3RNA",21,205
"6241","A_M1071OF06_1S3RNA",22,205
"6242","A_M1071OF06_1S3RNA",23,206
"6243","A_M1071OF06_1S3RNA",24,301
"6244","A_M1071OF06_1S3RNA",25,304
"6245","A_M1071OF06_1S3RNA",26,304
"6246","A_M1071OF06_1S3RNA",27,304
"6247","A_M1071OF06_1S3RNA",28,304
"6248","A_M1071OF06_1S3RNA",29,305
"6249","A_M1071OF06_1S3RNA",30,306
"6250","A_M1071OF06_1S3RNA",31,306
"6251","A_M1071OF06_1S3RNA",32,306
"6252","A_M1071OF06_1S3RNA",33,306
"6253","A_M1071OF06_1S3RNA",34,307
"6254","A_M1071OF06_1S3RNA",35,307
"6255","A_M1071OF06_1S3RNA",36,311
"6256","A_M1071OF06_1S3RNA",37,311
"6257","A_M1071OF06_1S3RNA",38,311
"6258","A_M1071OF06_1S3RNA",39,311
"6259","A_M1071OF06_1S3RNA",40,311
"6260","A_M1071OF06_1S3RNA",41,311
"6261","A_M1071OF06_1S3RNA",42,311
"6262","A_M1071OF06_1S3RNA",43,311
"6263","A_M1071OF06_1S3RNA",44,311
"6264","A_M1071OF06_1S3RNA",45,311
"6265","A_M1071OF06_1S3RNA",46,311
"6266","A_M1071OF06_2S2RNA",1,111
"6267","A_M1071OF06_2S2RNA",2,111
"6268","A_M1071OF06_2S2RNA",3,111
"6269","A_M1071OF06_2S2RNA",4,103
"6270","A_M1071OF06_2S2RNA",5,102
"6271","A_M1071OF06_2S2RNA",6,105
"6272","A_M1071OF06_2S2RNA",7,105
"6273","A_M1071OF06_2S2RNA",8,104
"6274","A_M1071OF06_2S2RNA",9,106
"6275","A_M1071OF06_2S2RNA",10,106
"6276","A_M1071OF06_2S2RNA",11,106
"6277","A_M1071OF06_2S2RNA",12,202
"6278","A_M1071OF06_2S2RNA",13,203
"6279","A_M1071OF06_2S2RNA",14,203
"6280","A_M1071OF06_2S2RNA",15,203
"6281","A_M1071OF06_2S2RNA",16,203
"6282","A_M1071OF06_2S2RNA",17,203
"6283","A_M1071OF06_2S2RNA",18,205
"6284","A_M1071OF06_2S2RNA",19,205
"6285","A_M1071OF06_2S2RNA",20,205
"6286","A_M1071OF06_2S2RNA",21,205
"6287","A_M1071OF06_2S2RNA",22,206
"6288","A_M1071OF06_2S2RNA",23,301
"6289","A_M1071OF06_2S2RNA",24,304
"6290","A_M1071OF06_2S2RNA",25,304
"6291","A_M1071OF06_2S2RNA",26,304
"6292","A_M1071OF06_2S2RNA",27,304
"6293","A_M1071OF06_2S2RNA",28,305
"6294","A_M1071OF06_2S2RNA",29,306
"6295","A_M1071OF06_2S2RNA",30,306
"6296","A_M1071OF06_2S2RNA",31,306
"6297","A_M1071OF06_2S2RNA",32,308
"6298","A_M1071OF06_2S2RNA",33,308
"6299","A_M1071OF06_2S2RNA",34,308
"6300","A_M1071OF06_2S2RNA",35,311
"6301","A_M1071OF06_2S2RNA",36,311
"6302","A_M1071OF06_2S2RNA",37,311
"6303","A_M1071OF06_2S2RNA",38,311
"6304","A_M1071OF06_2S2RNA",39,311
"6305","A_M1071OF06_2S2RNA",40,311
"6306","A_M1071OF06_2S2RNA",41,311
"6307","A_M1071OF06_2S2RNA",42,311
"6308","A_M1071OF06_2S2RNA",43,311
"6309","A_M1071OF06_2S2RNA",44,311
"6310","A_M1071OF06_2S2RNA",45,311
"6311","A_M1071OF06_3S1RNA",1,102
"6312","A_M1071OF06_3S1RNA",2,102
"6313","A_M1071OF06_3S1RNA",3,103
"6314","A_M1071OF06_3S1RNA",4,103
"6315","A_M1071OF06_3S1RNA",5,104
"6316","A_M1071OF06_3S1RNA",6,104
"6317","A_M1071OF06_3S1RNA",7,106
"6318","A_M1071OF06_3S1RNA",8,106
"6319","A_M1071OF06_3S1RNA",9,106
"6320","A_M1071OF06_3S1RNA",10,202
"6321","A_M1071OF06_3S1RNA",11,203
"6322","A_M1071OF06_3S1RNA",12,203
"6323","A_M1071OF06_3S1RNA",13,203
"6324","A_M1071OF06_3S1RNA",14,203
"6325","A_M1071OF06_3S1RNA",15,204
"6326","A_M1071OF06_3S1RNA",16,205
"6327","A_M1071OF06_3S1RNA",17,205
"6328","A_M1071OF06_3S1RNA",18,205
"6329","A_M1071OF06_3S1RNA",19,206
"6330","A_M1071OF06_3S1RNA",20,206
"6331","A_M1071OF06_3S1RNA",21,303
"6332","A_M1071OF06_3S1RNA",22,304
"6333","A_M1071OF06_3S1RNA",23,304
"6334","A_M1071OF06_3S1RNA",24,304
"6335","A_M1071OF06_3S1RNA",25,304
"6336","A_M1071OF06_3S1RNA",26,306
"6337","A_M1071OF06_3S1RNA",27,306
"6338","A_M1071OF06_3S1RNA",28,306
"6339","A_M1071OF06_3S1RNA",29,307
"6340","A_M1071OF06_3S1RNA",30,308
"6341","A_M1071OF06_3S1RNA",31,308
"6342","A_M1071OF06_3S1RNA",32,309
"6343","A_M1071OF06_3S1RNA",33,311
"6344","A_M1071OF06_3S1RNA",34,311
"6345","A_M1071OF06_3S1RNA",35,311
"6346","A_M1071OF06_3S1RNA",36,311
"6347","A_M1071OF06_3S1RNA",37,311
"6348","A_M1071OF06_3S1RNA",38,311
"6349","A_M1071OF06_3S1RNA",39,311
"6350","A_M1071OF06_3S1RNA",40,311
"6351","A_M1071OF06_3S1RNA",41,311
"6352","A_M1071OF06_3S1RNA",42,311
"6353","A_M1071OF06_3S1RNA",43,311
"6354","A_M1072OF06_1S3RNA",1,111
"6355","A_M1072OF06_1S3RNA",2,111
"6356","A_M1072OF06_1S3RNA",3,111
"6357","A_M1072OF06_1S3RNA",4,105
"6358","A_M1072OF06_1S3RNA",5,102
"6359","A_M1072OF06_1S3RNA",6,102
"6360","A_M1072OF06_1S3RNA",7,103
"6361","A_M1072OF06_1S3RNA",8,103
"6362","A_M1072OF06_1S3RNA",9,104
"6363","A_M1072OF06_1S3RNA",10,106
"6364","A_M1072OF06_1S3RNA",11,106
"6365","A_M1072OF06_1S3RNA",12,201
"6366","A_M1072OF06_1S3RNA",13,202
"6367","A_M1072OF06_1S3RNA",14,203
"6368","A_M1072OF06_1S3RNA",15,203
"6369","A_M1072OF06_1S3RNA",16,203
"6370","A_M1072OF06_1S3RNA",17,204
"6371","A_M1072OF06_1S3RNA",18,205
"6372","A_M1072OF06_1S3RNA",19,205
"6373","A_M1072OF06_1S3RNA",20,205
"6374","A_M1072OF06_1S3RNA",21,206
"6375","A_M1072OF06_1S3RNA",22,301
"6376","A_M1072OF06_1S3RNA",23,304
"6377","A_M1072OF06_1S3RNA",24,304
"6378","A_M1072OF06_1S3RNA",25,304
"6379","A_M1072OF06_1S3RNA",26,304
"6380","A_M1072OF06_1S3RNA",27,305
"6381","A_M1072OF06_1S3RNA",28,306
"6382","A_M1072OF06_1S3RNA",29,306
"6383","A_M1072OF06_1S3RNA",30,307
"6384","A_M1072OF06_1S3RNA",31,311
"6385","A_M1072OF06_1S3RNA",32,311
"6386","A_M1072OF06_1S3RNA",33,311
"6387","A_M1072OF06_1S3RNA",34,311
"6388","A_M1072OF06_1S3RNA",35,311
"6389","A_M1072OF06_1S3RNA",36,311
"6390","A_M1072OF06_1S3RNA",37,311
"6391","A_M1072OF06_1S3RNA",38,311
"6392","A_M1072OF06_1S3RNA",39,311
"6393","A_M1072OF06_1S3RNA",40,311
"6394","A_M1072OF06_1S3RNA",41,311
"6395","A_M1072OF06_2S2RNA",1,111
"6396","A_M1072OF06_2S2RNA",2,111
"6397","A_M1072OF06_2S2RNA",3,111
"6398","A_M1072OF06_2S2RNA",4,103
"6399","A_M1072OF06_2S2RNA",5,102
"6400","A_M1072OF06_2S2RNA",6,105
"6401","A_M1072OF06_2S2RNA",7,105
"6402","A_M1072OF06_2S2RNA",8,104
"6403","A_M1072OF06_2S2RNA",9,106
"6404","A_M1072OF06_2S2RNA",10,106
"6405","A_M1072OF06_2S2RNA",11,106
"6406","A_M1072OF06_2S2RNA",12,202
"6407","A_M1072OF06_2S2RNA",13,203
"6408","A_M1072OF06_2S2RNA",14,203
"6409","A_M1072OF06_2S2RNA",15,203
"6410","A_M1072OF06_2S2RNA",16,203
"6411","A_M1072OF06_2S2RNA",17,205
"6412","A_M1072OF06_2S2RNA",18,205
"6413","A_M1072OF06_2S2RNA",19,205
"6414","A_M1072OF06_2S2RNA",20,206
"6415","A_M1072OF06_2S2RNA",21,301
"6416","A_M1072OF06_2S2RNA",22,304
"6417","A_M1072OF06_2S2RNA",23,304
"6418","A_M1072OF06_2S2RNA",24,304
"6419","A_M1072OF06_2S2RNA",25,304
"6420","A_M1072OF06_2S2RNA",26,305
"6421","A_M1072OF06_2S2RNA",27,306
"6422","A_M1072OF06_2S2RNA",28,306
"6423","A_M1072OF06_2S2RNA",29,308
"6424","A_M1072OF06_2S2RNA",30,308
"6425","A_M1072OF06_2S2RNA",31,311
"6426","A_M1072OF06_2S2RNA",32,311
"6427","A_M1072OF06_2S2RNA",33,311
"6428","A_M1072OF06_2S2RNA",34,311
"6429","A_M1072OF06_2S2RNA",35,311
"6430","A_M1072OF06_2S2RNA",36,311
"6431","A_M1072OF06_2S2RNA",37,311
"6432","A_M1072OF06_2S2RNA",38,311
"6433","A_M1072OF06_2S2RNA",39,311
"6434","A_M1072OF06_2S2RNA",40,311
"6435","A_M1072OF06_2S2RNA",41,311
"6436","A_M1072OF06_3S1RNA",1,101
"6437","A_M1072OF06_3S1RNA",2,102
"6438","A_M1072OF06_3S1RNA",3,103
"6439","A_M1072OF06_3S1RNA",4,103
"6440","A_M1072OF06_3S1RNA",5,104
"6441","A_M1072OF06_3S1RNA",6,104
"6442","A_M1072OF06_3S1RNA",7,106
"6443","A_M1072OF06_3S1RNA",8,106
"6444","A_M1072OF06_3S1RNA",9,106
"6445","A_M1072OF06_3S1RNA",10,202
"6446","A_M1072OF06_3S1RNA",11,203
"6447","A_M1072OF06_3S1RNA",12,203
"6448","A_M1072OF06_3S1RNA",13,203
"6449","A_M1072OF06_3S1RNA",14,203
"6450","A_M1072OF06_3S1RNA",15,204
"6451","A_M1072OF06_3S1RNA",16,205
"6452","A_M1072OF06_3S1RNA",17,205
"6453","A_M1072OF06_3S1RNA",18,205
"6454","A_M1072OF06_3S1RNA",19,301
"6455","A_M1072OF06_3S1RNA",20,304
"6456","A_M1072OF06_3S1RNA",21,304
"6457","A_M1072OF06_3S1RNA",22,304
"6458","A_M1072OF06_3S1RNA",23,304
"6459","A_M1072OF06_3S1RNA",24,305
"6460","A_M1072OF06_3S1RNA",25,306
"6461","A_M1072OF06_3S1RNA",26,306
"6462","A_M1072OF06_3S1RNA",27,308
"6463","A_M1072OF06_3S1RNA",28,308
"6464","A_M1072OF06_3S1RNA",29,311
"6465","A_M1072OF06_3S1RNA",30,311
"6466","A_M1072OF06_3S1RNA",31,311
"6467","A_M1072OF06_3S1RNA",32,311
"6468","A_M1072OF06_3S1RNA",33,311
"6469","A_M1072OF06_3S1RNA",34,311
"6470","A_M1072OF06_3S1RNA",35,311
"6471","A_M1072OF06_3S1RNA",36,311
"6472","A_M1072OF06_3S1RNA",37,311
"6473","A_M1072OF06_3S1RNA",38,311
"6474","A_M1072OF06_3S1RNA",39,311
"6475","A_M1110YM05_1S2RNA",1,111
"6476","A_M1110YM05_1S2RNA",2,111
"6477","A_M1110YM05_1S2RNA",3,111
"6478","A_M1110YM05_1S2RNA",4,102
"6479","A_M1110YM05_1S2RNA",5,102
"6480","A_M1110YM05_1S2RNA",6,105
"6481","A_M1110YM05_1S2RNA",7,105
"6482","A_M1110YM05_1S2RNA",8,106
"6483","A_M1110YM05_1S2RNA",9,106
"6484","A_M1110YM05_1S2RNA",10,106
"6485","A_M1110YM05_1S2RNA",11,202
"6486","A_M1110YM05_1S2RNA",12,203
"6487","A_M1110YM05_1S2RNA",13,203
"6488","A_M1110YM05_1S2RNA",14,203
"6489","A_M1110YM05_1S2RNA",15,203
"6490","A_M1110YM05_1S2RNA",16,205
"6491","A_M1110YM05_1S2RNA",17,205
"6492","A_M1110YM05_1S2RNA",18,205
"6493","A_M1110YM05_1S2RNA",19,205.5
"6494","A_M1110YM05_1S2RNA",20,301
"6495","A_M1110YM05_1S2RNA",21,304
"6496","A_M1110YM05_1S2RNA",22,304
"6497","A_M1110YM05_1S2RNA",23,304
"6498","A_M1110YM05_1S2RNA",24,304
"6499","A_M1110YM05_1S2RNA",25,306
"6500","A_M1110YM05_1S2RNA",26,306
"6501","A_M1110YM05_1S2RNA",27,306
"6502","A_M1110YM05_1S2RNA",28,308
"6503","A_M1110YM05_1S2RNA",29,308
"6504","A_M1110YM05_1S2RNA",30,311
"6505","A_M1110YM05_1S2RNA",31,311
"6506","A_M1110YM05_1S2RNA",32,311
"6507","A_M1110YM05_1S2RNA",33,311
"6508","A_M1110YM05_1S2RNA",34,311
"6509","A_M1110YM05_1S2RNA",35,311
"6510","A_M1110YM05_1S2RNA",36,311
"6511","A_M1110YM05_1S2RNA",37,311
"6512","A_M1110YM05_1S2RNA",38,311
"6513","A_M1110YM05_1S2RNA",39,311
"6514","A_M1110YM05_1S2RNA",40,311
"6515","A_M1110YM05_2S3RNA",1,111
"6516","A_M1110YM05_2S3RNA",2,111
"6517","A_M1110YM05_2S3RNA",3,105
"6518","A_M1110YM05_2S3RNA",4,102
"6519","A_M1110YM05_2S3RNA",5,102
"6520","A_M1110YM05_2S3RNA",6,103
"6521","A_M1110YM05_2S3RNA",7,103
"6522","A_M1110YM05_2S3RNA",8,106
"6523","A_M1110YM05_2S3RNA",9,106
"6524","A_M1110YM05_2S3RNA",10,106
"6525","A_M1110YM05_2S3RNA",11,202
"6526","A_M1110YM05_2S3RNA",12,203
"6527","A_M1110YM05_2S3RNA",13,203
"6528","A_M1110YM05_2S3RNA",14,203
"6529","A_M1110YM05_2S3RNA",15,204
"6530","A_M1110YM05_2S3RNA",16,205
"6531","A_M1110YM05_2S3RNA",17,205
"6532","A_M1110YM05_2S3RNA",18,205
"6533","A_M1110YM05_2S3RNA",19,301
"6534","A_M1110YM05_2S3RNA",20,304
"6535","A_M1110YM05_2S3RNA",21,304
"6536","A_M1110YM05_2S3RNA",22,304
"6537","A_M1110YM05_2S3RNA",23,305
"6538","A_M1110YM05_2S3RNA",24,306
"6539","A_M1110YM05_2S3RNA",25,306
"6540","A_M1110YM05_2S3RNA",26,307
"6541","A_M1110YM05_2S3RNA",27,311
"6542","A_M1110YM05_2S3RNA",28,311
"6543","A_M1110YM05_2S3RNA",29,311
"6544","A_M1110YM05_2S3RNA",30,311
"6545","A_M1110YM05_2S3RNA",31,311
"6546","A_M1110YM05_2S3RNA",32,311
"6547","A_M1110YM05_2S3RNA",33,311
"6548","A_M1110YM05_2S3RNA",34,311
"6549","A_M1110YM05_2S3RNA",35,311
"6550","A_M1110YM05_2S3RNA",36,311
"6551","A_M1110YM05_2S3RNA",37,311
"6552","A_M1110YM05_3S1RNA",1,102
"6553","A_M1110YM05_3S1RNA",2,102
"6554","A_M1110YM05_3S1RNA",3,103
"6555","A_M1110YM05_3S1RNA",4,103
"6556","A_M1110YM05_3S1RNA",5,104
"6557","A_M1110YM05_3S1RNA",6,105
"6558","A_M1110YM05_3S1RNA",7,106
"6559","A_M1110YM05_3S1RNA",8,106
"6560","A_M1110YM05_3S1RNA",9,201
"6561","A_M1110YM05_3S1RNA",10,203
"6562","A_M1110YM05_3S1RNA",11,203
"6563","A_M1110YM05_3S1RNA",12,203
"6564","A_M1110YM05_3S1RNA",13,203
"6565","A_M1110YM05_3S1RNA",14,205
"6566","A_M1110YM05_3S1RNA",15,205
"6567","A_M1110YM05_3S1RNA",16,205
"6568","A_M1110YM05_3S1RNA",17,205.5
"6569","A_M1110YM05_3S1RNA",18,301
"6570","A_M1110YM05_3S1RNA",19,304
"6571","A_M1110YM05_3S1RNA",20,304
"6572","A_M1110YM05_3S1RNA",21,304
"6573","A_M1110YM05_3S1RNA",22,305
"6574","A_M1110YM05_3S1RNA",23,306
"6575","A_M1110YM05_3S1RNA",24,306
"6576","A_M1110YM05_3S1RNA",25,308
"6577","A_M1110YM05_3S1RNA",26,308
"6578","A_M1110YM05_3S1RNA",27,309
"6579","A_M1110YM05_3S1RNA",28,311
"6580","A_M1110YM05_3S1RNA",29,311
"6581","A_M1110YM05_3S1RNA",30,311
"6582","A_M1110YM05_3S1RNA",31,311
"6583","A_M1110YM05_3S1RNA",32,311
"6584","A_M1110YM05_3S1RNA",33,311
"6585","A_M1110YM05_3S1RNA",34,311
"6586","A_M1110YM05_3S1RNA",35,311
"6587","A_M1110YM05_3S1RNA",36,311
